Date,Route,Bus,Planned Start Time,Planned Anchor Time,Anchor Time Converted,ActualArrivalTime,Arrival Delay,AM/PM,Time Tier,Type of Bus,% Off Route,Departure Delay,Departed on Time?,School,Yard,Tier Breakdown,Monitor Issue,Monitor?,CR?,DtD,Total Rider,Average Speed,Trip Length,Trip Distance,Average actual speed,Departed on time?,Driver
10/16/2017,40532106,B437,7:35,8:15,495,8:22,7,AM,8:30,B,,1,0,HERNANDEZ K-8,CHARL,730-830-930,,0,18,0,18,12.86802,39:24:00,8.45,11.0217,0,1461
10/19/2017,40532106,B437,7:35,8:15,495,8:22,7,AM,8:30,B,,2,0,HERNANDEZ K-8,CHARL,730-830-930,,0,18,0,18,12.86802,39:24:00,8.45,11.2667,0,1461
10/20/2017,40532106,B437,7:35,8:15,495,8:23,8,AM,8:30,B,,3,0,HERNANDEZ K-8,CHARL,730-830-930,,0,18,0,18,12.86802,39:24:00,8.45,11.2667,0,1461
10/23/2017,40532106,B437,7:35,8:15,495,8:21,6,AM,8:30,B,,0,1,HERNANDEZ K-8,CHARL,730-830-930,,0,18,0,18,12.86802,39:24:00,8.45,11.0217,0,1461
10/24/2017,40532106,B437,7:35,8:15,495,8:26,11,AM,8:30,B,,1,0,HERNANDEZ K-8,CHARL,730-830-930,,0,18,0,18,12.86802,39:24:00,8.45,10.14,0,1461
10/25/2017,40532106,B437,7:35,8:15,495,8:29,14,AM,8:30,B,,,,HERNANDEZ K-8,CHARL,730-830-930,,0,18,0,18,12.86802,39:24:00,8.45,,0,1461
10/26/2017,40532106,B437,7:35,8:15,495,8:28,13,AM,8:30,B,,,,HERNANDEZ K-8,CHARL,730-830-930,,0,18,0,18,12.86802,39:24:00,8.45,,0,1461
10/27/2017,40532106,B437,7:35,8:15,495,8:20,5,AM,8:30,B,,,,HERNANDEZ K-8,CHARL,730-830-930,,0,18,0,18,12.86802,39:24:00,8.45,,0,1461
10/30/2017,40532106,B437,7:35,8:15,495,8:44,29,AM,8:30,B,,,,HERNANDEZ K-8,CHARL,730-830-930,,0,18,0,18,12.86802,39:24:00,8.45,,0,1461
10/31/2017,40532106,B437,7:35,8:15,495,8:19,4,AM,8:30,B,,,,HERNANDEZ K-8,CHARL,730-830-930,,0,18,0,18,12.86802,39:24:00,8.45,,0,1461
10/2/2017,40532107,B439,7:40,8:15,495,8:26,11,AM,8:30,B,6,-1,1,HERNANDEZ K-8,CHARL,730-830-930,,1,28,0,28,10.74291,34:41:00,6.21,7.9277,1,1322
10/3/2017,40532107,B439,7:40,8:15,495,8:40,25,AM,8:30,B,6,-1,1,HERNANDEZ K-8,CHARL,730-830-930,,1,28,0,28,10.74291,34:41:00,6.21,6.1082,1,1322
10/4/2017,40532107,B439,7:40,8:15,495,8:36,21,AM,8:30,B,6,,,HERNANDEZ K-8,CHARL,730-830-930,,1,28,0,28,10.74291,34:41:00,6.21,,1,1322
10/5/2017,40532107,B439,7:40,8:15,495,8:32,17,AM,8:30,B,8,7,0,HERNANDEZ K-8,CHARL,730-830-930,,1,28,0,28,10.74291,34:41:00,6.21,8.28,0,1322
10/10/2017,40532107,B439,7:40,8:15,495,8:33,18,AM,8:30,B,,0,1,HERNANDEZ K-8,CHARL,730-830-930,,1,28,0,28,10.74291,34:41:00,6.21,7.0302,0,1322
10/11/2017,40532107,B439,7:40,8:15,495,8:36,21,AM,8:30,B,,0,1,HERNANDEZ K-8,CHARL,730-830-930,,1,28,0,28,10.74291,34:41:00,6.21,6.6536,0,1322
10/12/2017,40532107,B439,7:40,8:15,495,8:43,28,AM,8:30,B,,-1,1,HERNANDEZ K-8,CHARL,730-830-930,,1,28,0,28,10.74291,34:41:00,6.21,5.8219,0,1322
10/13/2017,40532107,B439,7:40,8:15,495,8:29,14,AM,8:30,B,,1,0,HERNANDEZ K-8,CHARL,730-830-930,,1,28,0,28,10.74291,34:41:00,6.21,7.7625,0,1322
10/16/2017,40532107,B439,7:40,8:15,495,8:40,25,AM,8:30,B,,-1,1,HERNANDEZ K-8,CHARL,730-830-930,,1,28,0,28,10.74291,34:41:00,6.21,6.1082,0,1322
10/6/2017,40532107,B439,7:40,8:15,495,8:56,41,AM,8:30,B,,4,0,HERNANDEZ K-8,CHARL,730-830-930,,1,28,0,28,10.74291,34:41:00,6.21,5.175,0,1322
10/19/2017,40532107,B439,7:40,8:15,495,8:37,22,AM,8:30,B,,0,1,HERNANDEZ K-8,CHARL,730-830-930,,1,28,0,28,10.74291,34:41:00,6.21,6.5368,0,1322
10/20/2017,40532107,B439,7:40,8:15,495,8:32,17,AM,8:30,B,,1,0,HERNANDEZ K-8,CHARL,730-830-930,,1,28,0,28,10.74291,34:41:00,6.21,7.3059,0,1322
10/23/2017,40532107,B439,7:40,8:15,495,8:32,17,AM,8:30,B,,1,0,HERNANDEZ K-8,CHARL,730-830-930,,1,28,0,28,10.74291,34:41:00,6.21,7.3059,0,1322
10/24/2017,40532107,B439,7:40,8:15,495,8:40,25,AM,8:30,B,,0,1,HERNANDEZ K-8,CHARL,730-830-930,,1,28,0,28,10.74291,34:41:00,6.21,6.21,0,1322
10/25/2017,40532107,B439,7:40,8:15,495,8:47,32,AM,8:30,B,,,,HERNANDEZ K-8,CHARL,730-830-930,,1,28,0,28,10.74291,34:41:00,6.21,,0,1322
10/26/2017,40532107,B439,7:40,8:15,495,8:37,22,AM,8:30,B,,,,HERNANDEZ K-8,CHARL,730-830-930,,1,28,0,28,10.74291,34:41:00,6.21,,0,1322
10/27/2017,40532107,B439,7:40,8:15,495,8:29,14,AM,8:30,B,,,,HERNANDEZ K-8,CHARL,730-830-930,,1,28,0,28,10.74291,34:41:00,6.21,,0,1322
10/30/2017,40532107,B439,7:40,8:15,495,8:42,27,AM,8:30,B,,,,HERNANDEZ K-8,CHARL,730-830-930,,1,28,0,28,10.74291,34:41:00,6.21,,0,1322
10/31/2017,40532107,B439,7:40,8:15,495,8:33,18,AM,8:30,B,,,,HERNANDEZ K-8,CHARL,730-830-930,,1,28,0,28,10.74291,34:41:00,6.21,,0,1322
10/2/2017,40532108,B408,7:34,8:15,495,8:16,1,AM,8:30,B,16,0,1,HERNANDEZ K-8,FREE,730-830-930,,0,38,0,38,10.31334,37:14:00,6.4,9.1429,1,1396
10/3/2017,40532108,B408,7:34,8:15,495,8:14,-1,AM,8:30,B,18,8,0,HERNANDEZ K-8,FREE,730-830-930,,0,38,0,38,10.31334,37:14:00,6.4,12,0,1396
10/4/2017,40532108,B408,7:34,8:15,495,8:19,4,AM,8:30,B,15,,,HERNANDEZ K-8,FREE,730-830-930,,0,38,0,38,10.31334,37:14:00,6.4,,1,1396
10/5/2017,40532108,B408,7:34,8:15,495,8:17,2,AM,8:30,B,20,8,0,HERNANDEZ K-8,FREE,730-830-930,,0,38,0,38,10.31334,37:14:00,6.4,10.9714,0,1396
10/6/2017,40532108,B408,7:34,8:15,495,8:16,1,AM,8:30,B,21,-2,1,HERNANDEZ K-8,FREE,730-830-930,,0,38,0,38,10.31334,37:14:00,6.4,8.7273,0,1396
10/10/2017,40532108,B408,7:34,8:15,495,8:15,0,AM,8:30,B,,0,1,HERNANDEZ K-8,FREE,730-830-930,,0,38,0,38,10.31334,37:14:00,6.4,9.3659,0,1396
10/11/2017,40532108,B408,7:34,8:15,495,8:19,4,AM,8:30,B,,10,0,HERNANDEZ K-8,FREE,730-830-930,,0,38,0,38,10.31334,37:14:00,6.4,10.9714,0,1396
10/12/2017,40532108,B408,7:34,8:15,495,8:16,1,AM,8:30,B,,8,0,HERNANDEZ K-8,FREE,730-830-930,,0,38,0,38,10.31334,37:14:00,6.4,11.2941,0,1396
10/13/2017,40532108,B408,7:34,8:15,495,8:17,2,AM,8:30,B,,7,0,HERNANDEZ K-8,FREE,730-830-930,,0,38,0,38,10.31334,37:14:00,6.4,10.6667,0,1396
10/16/2017,40532108,B408,7:34,8:15,495,8:17,2,AM,8:30,B,,9,0,HERNANDEZ K-8,FREE,730-830-930,,0,38,0,38,10.31334,37:14:00,6.4,11.2941,0,1396
10/19/2017,40532108,B408,7:34,8:15,495,8:17,2,AM,8:30,B,,8,0,HERNANDEZ K-8,FREE,730-830-930,,0,38,0,38,10.31334,37:14:00,6.4,10.9714,0,1396
10/20/2017,40532108,B408,7:34,8:15,495,8:19,4,AM,8:30,B,,9,0,HERNANDEZ K-8,FREE,730-830-930,,0,38,0,38,10.31334,37:14:00,6.4,10.6667,0,1396
10/23/2017,40532108,B408,7:34,8:15,495,8:17,2,AM,8:30,B,,10,0,HERNANDEZ K-8,FREE,730-830-930,,0,38,0,38,10.31334,37:14:00,6.4,11.6364,0,1396
10/24/2017,40532108,B408,7:34,8:15,495,8:18,3,AM,8:30,B,,9,0,HERNANDEZ K-8,FREE,730-830-930,,0,38,0,38,10.31334,37:14:00,6.4,10.9714,0,1396
10/25/2017,40532108,B408,7:34,8:15,495,8:14,-1,AM,8:30,B,,,,HERNANDEZ K-8,FREE,730-830-930,,0,38,0,38,10.31334,37:14:00,6.4,,0,1396
10/26/2017,40532108,B408,7:34,8:15,495,8:15,0,AM,8:30,B,,,,HERNANDEZ K-8,FREE,730-830-930,,0,38,0,38,10.31334,37:14:00,6.4,,0,1396
10/27/2017,40532108,B408,7:34,8:15,495,8:14,-1,AM,8:30,B,,,,HERNANDEZ K-8,FREE,730-830-930,,0,38,0,38,10.31334,37:14:00,6.4,,0,1396
10/30/2017,40532108,B408,7:34,8:15,495,8:17,2,AM,8:30,B,,,,HERNANDEZ K-8,FREE,730-830-930,,0,38,0,38,10.31334,37:14:00,6.4,,0,1396
10/31/2017,40532108,B408,7:34,8:15,495,8:18,3,AM,8:30,B,,,,HERNANDEZ K-8,FREE,730-830-930,,0,38,0,38,10.31334,37:14:00,6.4,,0,1396
10/2/2017,40532109,B468,7:47,8:15,495,8:19,4,AM,8:30,B,,4,0,HERNANDEZ K-8,READ,730-830-930,,0,28,0,28,10.73722,27:43:00,4.96,10.6286,,1540
10/3/2017,40532109,B468,7:47,8:15,495,8:23,8,AM,8:30,B,,3,0,HERNANDEZ K-8,READ,730-830-930,,0,28,0,28,10.73722,27:43:00,4.96,9.0182,0,1540
10/4/2017,40532109,B468,7:47,8:15,495,8:26,11,AM,8:30,B,,,,HERNANDEZ K-8,READ,730-830-930,,0,28,0,28,10.73722,27:43:00,4.96,,,1540
10/5/2017,40532109,B468,7:47,8:15,495,8:21,6,AM,8:30,B,,5,0,HERNANDEZ K-8,READ,730-830-930,,0,28,0,28,10.73722,27:43:00,4.96,10.2621,,1540
10/6/2017,40532109,B468,7:47,8:15,495,8:15,0,AM,8:30,B,,5,0,HERNANDEZ K-8,READ,730-830-930,,0,28,0,28,10.73722,27:43:00,4.96,12.9391,,1540
10/10/2017,40532109,B468,7:47,8:15,495,8:18,3,AM,8:30,B,,2,0,HERNANDEZ K-8,READ,730-830-930,,0,28,0,28,10.73722,27:43:00,4.96,10.2621,,1540
10/11/2017,40532109,B468,7:46,8:15,495,8:26,11,AM,8:30,B,,3,0,HERNANDEZ K-8,READ,730-830-930,,0,28,0,28,10.73722,27:43:00,4.96,8.0432,,1540
10/12/2017,40532109,B468,7:46,8:15,495,8:26,11,AM,8:30,B,,1,0,HERNANDEZ K-8,READ,730-830-930,,0,28,0,28,10.73722,27:43:00,4.96,7.6308,,1540
10/19/2017,40532109,B468,7:46,8:15,495,8:22,7,AM,8:30,B,,1,0,HERNANDEZ K-8,READ,730-830-930,,0,28,0,28,10.73722,27:43:00,4.96,8.5029,,1540
10/20/2017,40532109,B468,7:46,8:15,495,8:20,5,AM,8:30,B,,3,0,HERNANDEZ K-8,READ,730-830-930,,0,28,0,28,10.73722,27:43:00,4.96,9.6,,1540
10/23/2017,40532109,B468,7:46,8:15,495,8:18,3,AM,8:30,B,,-5,1,HERNANDEZ K-8,READ,730-830-930,,0,28,0,28,10.73722,27:43:00,4.96,8.0432,,1540
10/24/2017,40532109,B468,7:46,8:15,495,8:30,15,AM,8:30,B,,1,0,HERNANDEZ K-8,READ,730-830-930,,0,28,0,28,10.73722,27:43:00,4.96,6.9209,,1540
10/25/2017,40532109,B468,7:46,8:15,495,8:28,13,AM,8:30,B,,,,HERNANDEZ K-8,READ,730-830-930,,0,28,0,28,10.73722,27:43:00,4.96,,,1540
10/26/2017,40532109,B468,7:46,8:15,495,8:26,11,AM,8:30,B,,,,HERNANDEZ K-8,READ,730-830-930,,0,28,0,28,10.73722,27:43:00,4.96,,,1540
10/27/2017,40532109,B357,7:46,8:15,495,8:18,3,AM,8:30,B,,,,HERNANDEZ K-8,,,,0,28,0,28,10.73722,27:43:00,4.96,,,
10/30/2017,40532109,B468,7:47,8:15,495,8:45,30,AM,8:30,B,,,,HERNANDEZ K-8,READ,730-830-930,,0,28,0,28,10.73722,27:43:00,4.96,,,1540
10/31/2017,40532109,B468,7:47,8:15,495,8:16,1,AM,8:30,B,,,,HERNANDEZ K-8,READ,730-830-930,,0,28,0,28,10.73722,27:43:00,4.96,,,1540
10/2/2017,40532110,B487,7:42,8:15,495,8:24,9,AM,8:30,B,6,-17,1,HERNANDEZ K-8,READ,730-830,,1,22,0,22,10.10622,32:57:00,5.55,5.6441,1,1277
10/3/2017,40532110,B487,7:42,8:15,495,8:31,16,AM,8:30,B,6,-18,1,HERNANDEZ K-8,READ,730-830,,1,22,0,22,10.10622,32:57:00,5.55,4.9701,1,1277
10/4/2017,40532110,B487,7:42,8:15,495,8:45,30,AM,8:30,B,3,,,HERNANDEZ K-8,READ,730-830,,1,22,0,22,10.10622,32:57:00,5.55,,1,1277
10/5/2017,40532110,B487,7:42,8:15,495,8:39,24,AM,8:30,B,3,-17,1,HERNANDEZ K-8,READ,730-830,,1,22,0,22,10.10622,32:57:00,5.55,4.5,1,1277
10/6/2017,40532110,B487,7:42,8:15,495,8:24,9,AM,8:30,B,5,-17,1,HERNANDEZ K-8,READ,730-830,,1,22,0,22,10.10622,32:57:00,5.55,5.6441,1,1277
10/10/2017,40532110,B487,7:42,8:15,495,8:31,16,AM,8:30,B,,-18,1,HERNANDEZ K-8,READ,730-830,,1,22,0,22,10.10622,32:57:00,5.55,4.9701,1,1277
10/11/2017,40532110,B487,7:42,8:15,495,8:34,19,AM,8:30,B,,-15,1,HERNANDEZ K-8,READ,730-830,,1,22,0,22,10.10622,32:57:00,5.55,4.9701,1,1277
10/12/2017,40532110,B487,7:42,8:15,495,8:27,12,AM,8:30,B,,-13,1,HERNANDEZ K-8,READ,730-830,,1,22,0,22,10.10622,32:57:00,5.55,5.7414,1,1277
10/13/2017,40532110,B487,7:42,8:15,495,8:19,4,AM,8:30,B,,-12,1,HERNANDEZ K-8,READ,730-830,,1,22,0,22,10.10622,32:57:00,5.55,6.7959,1,1277
10/16/2017,40532110,B487,7:42,8:15,495,8:23,8,AM,8:30,B,,-9,1,HERNANDEZ K-8,READ,730-830,,1,22,0,22,10.10622,32:57:00,5.55,6.66,1,1277
10/19/2017,40532110,B487,7:42,8:15,495,8:19,4,AM,8:30,B,,-9,1,HERNANDEZ K-8,READ,730-830,,1,22,0,22,10.10622,32:57:00,5.55,7.2391,1,1277
10/20/2017,40532110,B487,7:42,8:15,495,8:17,2,AM,8:30,B,,-13,1,HERNANDEZ K-8,READ,730-830,,1,22,0,22,10.10622,32:57:00,5.55,6.9375,1,1277
10/23/2017,40532110,B487,7:42,8:15,495,8:25,10,AM,8:30,B,,-9,1,HERNANDEZ K-8,READ,730-830,,1,22,0,22,10.10622,32:57:00,5.55,6.4038,1,1277
10/24/2017,40532110,B487,7:42,8:15,495,8:40,25,AM,8:30,B,,-12,1,HERNANDEZ K-8,READ,730-830,,1,22,0,22,10.10622,32:57:00,5.55,4.7571,1,1277
10/25/2017,40532110,B487,7:42,8:15,495,8:22,7,AM,8:30,B,,,,HERNANDEZ K-8,READ,730-830,,1,22,0,22,10.10622,32:57:00,5.55,,1,1277
10/26/2017,40532110,B487,7:42,8:15,495,8:26,11,AM,8:30,B,,,,HERNANDEZ K-8,READ,730-830,,1,22,0,22,10.10622,32:57:00,5.55,,1,1277
10/27/2017,40532110,B487,7:42,8:15,495,8:27,12,AM,8:30,B,,,,HERNANDEZ K-8,READ,730-830,,1,22,0,22,10.10622,32:57:00,5.55,,1,1277
10/30/2017,40532110,B487,7:42,8:15,495,8:26,11,AM,8:30,B,,,,HERNANDEZ K-8,READ,730-830,,1,22,0,22,10.10622,32:57:00,5.55,,1,1277
10/31/2017,40532110,B487,7:42,8:15,495,8:21,6,AM,8:30,B,,,,HERNANDEZ K-8,READ,730-830,,1,22,0,22,10.10622,32:57:00,5.55,,1,1277
10/2/2017,40532111,B426,7:32,8:15,495,8:25,10,AM,8:30,B,34,-1,1,HERNANDEZ K-8,CHARL,730-830-930,,0,27,0,27,12.1963,38:43:00,7.87,8.7444,1,1585
10/3/2017,40532111,B426,7:32,8:15,495,8:37,22,AM,8:30,B,45,-2,1,HERNANDEZ K-8,CHARL,730-830-930,,0,27,0,27,12.1963,38:43:00,7.87,7.0478,1,1585
10/4/2017,40532111,B426,7:32,8:15,495,8:37,22,AM,8:30,B,50,,,HERNANDEZ K-8,CHARL,730-830-930,,0,27,0,27,12.1963,38:43:00,7.87,,1,1585
10/5/2017,40532111,B426,7:32,8:15,495,8:31,16,AM,8:30,B,38,-1,1,HERNANDEZ K-8,CHARL,730-830-930,,0,27,0,27,12.1963,38:43:00,7.87,7.87,1,1585
10/6/2017,40532111,B426,7:32,8:15,495,8:29,14,AM,8:30,B,36,0,1,HERNANDEZ K-8,CHARL,730-830-930,,0,27,0,27,12.1963,38:43:00,7.87,8.2842,1,1585
10/10/2017,40532111,B426,7:32,8:15,495,8:26,11,AM,8:30,B,,0,1,HERNANDEZ K-8,CHARL,730-830-930,,0,27,0,27,12.1963,38:43:00,7.87,8.7444,1,1585
10/11/2017,40532111,B426,7:32,8:15,495,8:26,11,AM,8:30,B,,0,1,HERNANDEZ K-8,CHARL,730-830-930,,0,27,0,27,12.1963,38:43:00,7.87,8.7444,1,1585
10/12/2017,40532111,B426,7:32,8:15,495,8:24,9,AM,8:30,B,,0,1,HERNANDEZ K-8,CHARL,730-830-930,,0,27,0,27,12.1963,38:43:00,7.87,9.0808,1,1585
10/13/2017,40532111,B426,7:32,8:15,495,8:21,6,AM,8:30,B,,-2,1,HERNANDEZ K-8,CHARL,730-830-930,,0,27,0,27,12.1963,38:43:00,7.87,9.2588,1,1585
10/16/2017,40532111,B426,7:32,8:15,495,8:22,7,AM,8:30,B,,2,0,HERNANDEZ K-8,CHARL,730-830-930,,0,27,0,27,12.1963,38:43:00,7.87,9.8375,1,1585
10/19/2017,40532111,B426,7:32,8:15,495,8:29,14,AM,8:30,B,,4,0,HERNANDEZ K-8,CHARL,730-830-930,,0,27,0,27,12.1963,38:43:00,7.87,8.9094,1,1585
10/20/2017,40532111,B426,7:32,8:15,495,8:24,9,AM,8:30,B,,3,0,HERNANDEZ K-8,CHARL,730-830-930,,0,27,0,27,12.1963,38:43:00,7.87,9.6367,1,1585
10/23/2017,40532111,B426,7:32,8:15,495,8:24,9,AM,8:30,B,,2,0,HERNANDEZ K-8,CHARL,730-830-930,,0,27,0,27,12.1963,38:43:00,7.87,9.444,1,1585
10/24/2017,40532111,B426,7:32,8:15,495,8:33,18,AM,8:30,B,,3,0,HERNANDEZ K-8,CHARL,730-830-930,,0,27,0,27,12.1963,38:43:00,7.87,8.1414,1,1585
10/25/2017,40532111,B426,7:32,8:15,495,8:37,22,AM,8:30,B,,,,HERNANDEZ K-8,CHARL,730-830-930,,0,27,0,27,12.1963,38:43:00,7.87,,1,1585
10/26/2017,40532111,B426,7:32,8:15,495,8:30,15,AM,8:30,B,,,,HERNANDEZ K-8,CHARL,730-830-930,,0,27,0,27,12.1963,38:43:00,7.87,,1,1585
10/27/2017,40532111,B426,7:32,8:15,495,8:20,5,AM,8:30,B,,,,HERNANDEZ K-8,CHARL,730-830-930,,0,27,0,27,12.1963,38:43:00,7.87,,1,1585
10/30/2017,40532111,B426,7:32,8:15,495,8:39,24,AM,8:30,B,,,,HERNANDEZ K-8,CHARL,730-830-930,,0,27,0,27,12.1963,38:43:00,7.87,,1,1585
10/31/2017,40532111,B426,7:32,8:15,495,8:27,12,AM,8:30,B,,,,HERNANDEZ K-8,CHARL,730-830-930,,0,27,0,27,12.1963,38:43:00,7.87,,1,1585
10/2/2017,40532202,HS260,7:41,8:15,495,8:16,1,AM,8:30,H,,0,1,HERNANDEZ K-8,FREE,730-830-930,,1,20,0,20,11.55882,34:00:00,6.55,11.2286,1,1122
10/3/2017,40532202,HS260,7:41,8:15,495,8:22,7,AM,8:30,H,,1,0,HERNANDEZ K-8,FREE,730-830-930,,1,20,0,20,11.55882,34:00:00,6.55,9.825,0,1122
10/4/2017,40532202,HS260,7:41,8:15,495,8:31,16,AM,8:30,H,,2,0,HERNANDEZ K-8,FREE,730-830-930,,1,20,0,20,11.55882,34:00:00,6.55,8.1875,1,1122
10/5/2017,40532202,HS260,7:41,8:15,495,8:20,5,AM,8:30,H,,-5,1,HERNANDEZ K-8,FREE,730-830-930,,1,20,0,20,11.55882,34:00:00,6.55,8.9318,1,1122
10/6/2017,40532202,HS260,7:41,8:15,495,8:10,-5,AM,8:30,H,,0,1,HERNANDEZ K-8,FREE,730-830-930,,1,20,0,20,11.55882,34:00:00,6.55,13.5517,1,1122
10/10/2017,40532202,HS260,7:41,8:15,495,8:20,5,AM,8:30,H,,5,0,HERNANDEZ K-8,FREE,730-830-930,,1,20,0,20,11.55882,34:00:00,6.55,11.5588,1,1122
10/11/2017,40532202,HS260,7:41,8:15,495,8:23,8,AM,8:30,H,,1,0,HERNANDEZ K-8,FREE,730-830-930,,1,20,0,20,11.55882,34:00:00,6.55,9.5854,1,1122
10/12/2017,40532202,HS260,7:41,8:15,495,8:29,14,AM,8:30,H,,1,0,HERNANDEZ K-8,FREE,730-830-930,,1,20,0,20,11.55882,34:00:00,6.55,8.3617,1,1122
10/16/2017,40532202,HS260,7:41,8:15,495,8:19,4,AM,8:30,H,,0,1,HERNANDEZ K-8,FREE,730-830-930,,1,20,0,20,11.55882,34:00:00,6.55,10.3421,1,1122
10/19/2017,40532202,HS260,7:41,8:15,495,8:16,1,AM,8:30,H,,4,0,HERNANDEZ K-8,FREE,730-830-930,,1,20,0,20,11.55882,34:00:00,6.55,12.6774,1,1122
10/20/2017,40532202,HS260,7:41,8:15,495,8:13,-2,AM,8:30,H,,0,1,HERNANDEZ K-8,FREE,730-830-930,,1,20,0,20,11.55882,34:00:00,6.55,12.2813,1,1122
10/23/2017,40532202,HS260,7:41,8:15,495,8:27,12,AM,8:30,H,,4,0,HERNANDEZ K-8,FREE,730-830-930,,1,20,0,20,11.55882,34:00:00,6.55,9.3571,1,1122
10/24/2017,40532202,HS260,7:41,8:15,495,8:14,-1,AM,8:30,H,,1,0,HERNANDEZ K-8,FREE,730-830-930,,1,20,0,20,11.55882,34:00:00,6.55,12.2813,1,1122
10/25/2017,40532202,HS260,7:41,8:15,495,8:18,3,AM,8:30,H,,,,HERNANDEZ K-8,FREE,730-830-930,,1,20,0,20,11.55882,34:00:00,6.55,,1,1122
10/26/2017,40532202,HS260,7:41,8:15,495,8:20,5,AM,8:30,H,,,,HERNANDEZ K-8,FREE,730-830-930,,1,20,0,20,11.55882,34:00:00,6.55,,1,1122
10/27/2017,40532202,HS260,7:41,8:15,495,8:14,-1,AM,8:30,H,,,,HERNANDEZ K-8,FREE,730-830-930,,1,20,0,20,11.55882,34:00:00,6.55,,1,1122
10/30/2017,40532202,HS260,7:41,8:15,495,8:13,-2,AM,8:30,H,,,,HERNANDEZ K-8,FREE,730-830-930,,1,20,0,20,11.55882,34:00:00,6.55,,1,1122
10/31/2017,40532202,HS260,7:41,8:15,495,8:10,-5,AM,8:30,H,,,,HERNANDEZ K-8,FREE,730-830-930,,1,20,0,20,11.55882,34:00:00,6.55,,1,1122
10/2/2017,40532203,HS400,7:38,8:15,495,8:16,1,AM,8:30,H,17,-31,1,HERNANDEZ K-8,,,,0,20,0,20,10.8841,36:23:00,6.6,5.7391,,1204
10/3/2017,40532203,HS400,7:38,8:15,495,8:24,9,AM,8:30,H,17,-1,1,HERNANDEZ K-8,,,,0,20,0,20,10.8841,36:23:00,6.6,8.4255,1,1204
10/4/2017,40532203,HS400,7:38,8:15,495,8:23,8,AM,8:30,H,14,-10,1,HERNANDEZ K-8,,,,0,20,0,20,10.8841,36:23:00,6.6,7.2,1,1204
10/5/2017,40532203,HS400,7:38,8:15,495,8:20,5,AM,8:30,H,16,-5,1,HERNANDEZ K-8,,,,0,20,0,20,10.8841,36:23:00,6.6,8.4255,1,1204
10/6/2017,40532203,HS400,7:38,8:15,495,8:18,3,AM,8:30,H,14,-1,1,HERNANDEZ K-8,,,,0,20,0,20,10.8841,36:23:00,6.6,9.6585,1,1204
10/10/2017,40532203,HS400,7:38,8:15,495,8:22,7,AM,8:30,H,,1,0,HERNANDEZ K-8,,,,0,20,0,20,10.8841,36:23:00,6.6,9.2093,1,1204
10/11/2017,40532203,HS400,7:38,8:15,495,8:18,3,AM,8:30,H,,0,1,HERNANDEZ K-8,,,,0,20,0,20,10.8841,36:23:00,6.6,9.9,1,1204
10/12/2017,40532203,HS400,7:38,8:15,495,8:21,6,AM,8:30,H,,,,HERNANDEZ K-8,,,,0,20,0,20,10.8841,36:23:00,6.6,,1,1204
10/13/2017,40532203,HS400,7:38,8:15,495,8:21,6,AM,8:30,H,,-3,1,HERNANDEZ K-8,,,,0,20,0,20,10.8841,36:23:00,6.6,8.6087,1,1204
10/16/2017,40532203,HS400,7:38,8:15,495,8:28,13,AM,8:30,H,,-3,1,HERNANDEZ K-8,,,,0,20,0,20,10.8841,36:23:00,6.6,7.4717,1,1204
10/19/2017,40532203,HS400,7:38,8:15,495,8:18,3,AM,8:30,H,,0,1,HERNANDEZ K-8,,,,0,20,0,20,10.8841,36:23:00,6.6,9.9,1,1204
10/20/2017,40532203,HS400,7:38,8:15,495,8:27,12,AM,8:30,H,,-3,1,HERNANDEZ K-8,,,,0,20,0,20,10.8841,36:23:00,6.6,7.6154,1,1204
10/23/2017,40532203,HS400,7:38,8:15,495,8:21,6,AM,8:30,H,,-1,1,HERNANDEZ K-8,,,,0,20,0,20,10.8841,36:23:00,6.6,9,1,1204
10/24/2017,40532203,HS400,7:38,8:15,495,8:31,16,AM,8:30,H,,-1,1,HERNANDEZ K-8,,,,0,20,0,20,10.8841,36:23:00,6.6,7.3333,1,1204
10/25/2017,40532203,HS400,7:38,8:15,495,8:32,17,AM,8:30,H,,,,HERNANDEZ K-8,,,,0,20,0,20,10.8841,36:23:00,6.6,,1,1204
10/26/2017,40532203,HS400,7:38,8:15,495,8:23,8,AM,8:30,H,,,,HERNANDEZ K-8,,,,0,20,0,20,10.8841,36:23:00,6.6,,1,1204
10/27/2017,40532203,HS400,7:38,8:15,495,8:26,11,AM,8:30,H,,,,HERNANDEZ K-8,,,,0,20,0,20,10.8841,36:23:00,6.6,,1,1204
10/30/2017,40532203,HS400,7:38,8:15,495,8:21,6,AM,8:30,H,,,,HERNANDEZ K-8,,,,0,20,0,20,10.8841,36:23:00,6.6,,1,1204
10/31/2017,40532203,HS400,7:38,8:15,495,8:22,7,AM,8:30,H,,,,HERNANDEZ K-8,,,,0,20,0,20,10.8841,36:23:00,6.6,,1,1204
10/2/2017,40532204,HS347,7:38,8:15,495,8:24,9,AM,8:30,H,51,6,0,HERNANDEZ K-8,READ,730-830-930,,0,9,0,9,12.15158,23:45,4.81,7.215,0,1758
10/3/2017,40532204,HS347,7:38,8:15,495,8:31,16,AM,8:30,H,49,0,1,HERNANDEZ K-8,READ,730-830-930,,0,9,0,9,12.15158,23:45,4.81,5.4453,1,1758
