Date,Route,Bus,Planned Start Time,Planned Anchor Time,Anchor Time Converted,ActualArrivalTime,Arrival Delay,AM/PM,Time Tier,Type of Bus,% Off Route,Departure Delay,Departed on Time?,School,Yard,Tier Breakdown,Monitor Issue,Monitor?,CR?,DtD,Total Rider,Average Speed,Trip Length,Trip Distance,Average actual speed,Departed on time?,Driver
10/16/2017,42102259,HS395,7:36,8:15,495,8:19,4,AM,8:30,H,,3,0,Haley K-8,,,,1,10,5,15,11.27499,37:31:00,7.05,10.575,0,
10/19/2017,42102259,HS395,7:36,8:15,495,8:29,14,AM,8:30,H,,1,0,Haley K-8,,,,1,10,5,15,11.27499,37:31:00,7.05,8.1346,0,
10/20/2017,42102259,HS395,7:36,8:15,495,8:23,8,AM,8:30,H,,1,0,Haley K-8,,,,1,10,5,15,11.27499,37:31:00,7.05,9.1957,0,
10/23/2017,42102259,HS395,7:36,8:15,495,8:22,7,AM,8:30,H,,0,1,Haley K-8,,,,1,10,5,15,11.27499,37:31:00,7.05,9.1957,0,
10/3/2017,42102259,HS395,7:36,8:15,495,8:16,1,AM,8:30,H,22,21,0,Haley K-8,,,,1,10,5,15,11.27499,37:31:00,7.05,22.2632,0,
10/24/2017,42102259,HS395,7:36,8:15,495,8:22,7,AM,8:30,H,,1,0,Haley K-8,,,,1,10,5,15,11.27499,37:31:00,7.05,9.4,0,
10/25/2017,42102259,HS395,7:36,8:15,495,8:26,11,AM,8:30,H,,,,Haley K-8,,,,1,10,5,15,11.27499,37:31:00,7.05,,0,
10/26/2017,42102259,HS395,7:36,8:15,495,8:33,18,AM,8:30,H,,,,Haley K-8,,,,1,10,5,15,11.27499,37:31:00,7.05,,0,
10/27/2017,42102259,HS395,7:36,8:15,495,8:23,8,AM,8:30,H,,,,Haley K-8,,,,1,10,5,15,11.27499,37:31:00,7.05,,0,
10/30/2017,42102259,HS395,7:36,8:15,495,8:21,6,AM,8:30,H,,,,Haley K-8,,,,1,10,5,15,11.27499,37:31:00,7.05,,0,
10/31/2017,42102259,HS395,7:36,8:15,495,8:22,7,AM,8:30,H,,,,Haley K-8,,,,1,10,5,15,11.27499,37:31:00,7.05,,0,
10/2/2017,42102260,HS238,7:29,8:15,495,8:26,11,AM,8:30,H,27,-5,1,Haley K-8,READ,730-830-930,,0,10,4,14,10.65981,45:22:00,8.06,7.8,1,1513
10/3/2017,42102260,HS238,7:29,8:15,495,8:28,13,AM,8:30,H,35,-3,1,Haley K-8,READ,730-830-930,,0,10,4,14,10.65981,45:22:00,8.06,7.8,1,1513
10/4/2017,42102260,HS238,7:29,8:15,495,8:23,8,AM,8:30,H,28,2,0,Haley K-8,READ,730-830-930,,0,10,4,14,10.65981,45:22:00,8.06,9.3,1,1513
10/5/2017,42102260,HS238,7:29,8:15,495,8:19,4,AM,8:30,H,27,-4,1,Haley K-8,READ,730-830-930,,0,10,4,14,10.65981,45:22:00,8.06,8.9556,1,1513
10/6/2017,42102260,HS238,7:29,8:15,495,8:25,10,AM,8:30,H,23,-2,1,Haley K-8,READ,730-830-930,,0,10,4,14,10.65981,45:22:00,8.06,8.3379,1,1513
10/10/2017,42102260,HS238,7:29,8:15,495,8:24,9,AM,8:30,H,,-1,1,Haley K-8,READ,730-830-930,,0,10,4,14,10.65981,45:22:00,8.06,8.6357,1,1513
10/11/2017,42102260,HS238,7:29,8:15,495,8:31,16,AM,8:30,H,,15,0,Haley K-8,READ,730-830-930,,0,10,4,14,10.65981,45:22:00,8.06,10.2894,1,1513
10/12/2017,42102260,HS238,7:29,8:15,495,8:25,10,AM,8:30,H,,,,Haley K-8,READ,730-830-930,,0,10,4,14,10.65981,45:22:00,8.06,,1,1513
10/13/2017,42102260,HS238,7:29,8:15,495,8:27,12,AM,8:30,H,,-6,1,Haley K-8,READ,730-830-930,,0,10,4,14,10.65981,45:22:00,8.06,7.5563,1,1513
10/16/2017,42102260,HS238,7:29,8:15,495,8:25,10,AM,8:30,H,,-6,1,Haley K-8,READ,730-830-930,,0,10,4,14,10.65981,45:22:00,8.06,7.8,1,1513
10/19/2017,42102260,HS238,7:29,8:15,495,8:23,8,AM,8:30,H,,-3,1,Haley K-8,READ,730-830-930,,0,10,4,14,10.65981,45:22:00,8.06,8.4842,1,1513
10/20/2017,42102260,HS238,7:29,8:15,495,8:15,0,AM,8:30,H,,-7,1,Haley K-8,READ,730-830-930,,0,10,4,14,10.65981,45:22:00,8.06,9.1245,1,1513
10/23/2017,42102260,HS238,7:29,8:15,495,8:23,8,AM,8:30,H,,-5,1,Haley K-8,READ,730-830-930,,0,10,4,14,10.65981,45:22:00,8.06,8.1966,1,1513
10/24/2017,42102260,HS238,7:29,8:15,495,8:21,6,AM,8:30,H,,-13,1,Haley K-8,READ,730-830-930,,0,10,4,14,10.65981,45:22:00,8.06,7.44,1,1513
10/25/2017,42102260,HS238,7:29,8:15,495,8:22,7,AM,8:30,H,,,,Haley K-8,READ,730-830-930,,0,10,4,14,10.65981,45:22:00,8.06,,1,1513
10/26/2017,42102260,HS238,7:29,8:15,495,8:26,11,AM,8:30,H,,,,Haley K-8,READ,730-830-930,,0,10,4,14,10.65981,45:22:00,8.06,,1,1513
10/27/2017,42102260,HS238,7:29,8:15,495,8:14,-1,AM,8:30,H,,,,Haley K-8,READ,730-830-930,,0,10,4,14,10.65981,45:22:00,8.06,,1,1513
10/30/2017,42102260,HS238,7:29,8:15,495,8:33,18,AM,8:30,H,,,,Haley K-8,READ,730-830-930,,0,10,4,14,10.65981,45:22:00,8.06,,1,1513
10/31/2017,42102260,HS238,7:29,8:15,495,8:17,2,AM,8:30,H,,,,Haley K-8,READ,730-830-930,,0,10,4,14,10.65981,45:22:00,8.06,,1,1513
10/2/2017,42102261,HS210,7:45,8:15,495,8:23,8,AM,8:30,H,5,2,0,Haley K-8,READ,730-830-930,,1,10,4,14,9.35513,29:34:00,4.61,7.6833,0,1555
10/3/2017,42102261,HS210,7:45,8:15,495,8:25,10,AM,8:30,H,,14,0,Haley K-8,READ,730-830-930,,1,10,4,14,9.35513,29:34:00,4.61,10.6385,0,1555
10/4/2017,42102261,HS210,7:43,8:15,495,8:34,19,AM,8:30,H,4,2,0,Haley K-8,READ,730-830-930,,1,10,4,14,9.35513,29:34:00,4.61,5.6449,0,1555
10/5/2017,42102261,HS210,7:43,8:15,495,8:39,24,AM,8:30,H,1,3,0,Haley K-8,READ,730-830-930,,1,10,4,14,9.35513,29:34:00,4.61,5.2189,0,1555
10/6/2017,42102261,HS210,7:43,8:15,495,8:39,24,AM,8:30,H,,-1,1,Haley K-8,READ,730-830-930,,1,10,4,14,9.35513,29:34:00,4.61,4.8526,0,1555
10/10/2017,42102261,HS210,7:43,8:15,495,8:34,19,AM,8:30,H,,3,0,Haley K-8,READ,730-830-930,,1,10,4,14,9.35513,29:34:00,4.61,5.7625,0,1555
10/11/2017,42102261,HS210,7:43,8:15,495,8:33,18,AM,8:30,H,,2,0,Haley K-8,READ,730-830-930,,1,10,4,14,9.35513,29:34:00,4.61,5.7625,0,1555
10/12/2017,42102261,HS210,7:43,8:15,495,8:25,10,AM,8:30,H,,1,0,Haley K-8,READ,730-830-930,,1,10,4,14,9.35513,29:34:00,4.61,6.7463,0,1555
10/13/2017,42102261,HS210,7:43,8:15,495,8:25,10,AM,8:30,H,,4,0,Haley K-8,READ,730-830-930,,1,10,4,14,9.35513,29:34:00,4.61,7.2789,0,1555
10/16/2017,42102261,HS210,7:43,8:15,495,8:24,9,AM,8:30,H,,0,1,Haley K-8,READ,730-830-930,,1,10,4,14,9.35513,29:34:00,4.61,6.7463,0,1555
10/20/2017,42102261,HS210,7:40,8:15,495,8:28,13,AM,8:30,H,,5,0,Haley K-8,READ,730-830-930,,1,10,4,14,9.35513,29:34:00,4.61,6.4326,0,1555
10/23/2017,42102261,HS210,7:40,8:15,495,8:23,8,AM,8:30,H,,2,0,Haley K-8,READ,730-830-930,,1,10,4,14,9.35513,29:34:00,4.61,6.7463,0,1555
10/24/2017,42102261,HS210,7:39,8:15,495,8:30,15,AM,8:30,H,,1,0,Haley K-8,READ,730-830-930,,1,10,4,14,9.35513,29:34:00,4.61,5.532,0,1555
10/25/2017,42102261,HS210,7:39,8:15,495,8:26,11,AM,8:30,H,,,,Haley K-8,READ,730-830-930,,1,10,4,14,9.35513,29:34:00,4.61,,0,1555
10/26/2017,42102261,HS210,7:39,8:15,495,8:28,13,AM,8:30,H,,,,Haley K-8,READ,730-830-930,,1,10,4,14,9.35513,29:34:00,4.61,,0,1555
10/27/2017,42102261,HS210,7:39,8:15,495,8:26,11,AM,8:30,H,,,,Haley K-8,READ,730-830-930,,1,10,4,14,9.35513,29:34:00,4.61,,0,1555
10/30/2017,42102261,HS210,7:39,8:15,495,8:34,19,AM,8:30,H,,,,Haley K-8,READ,730-830-930,,1,10,4,14,9.35513,29:34:00,4.61,,0,1555
10/31/2017,42102261,HS210,7:39,8:15,495,8:32,17,AM,8:30,H,,,,Haley K-8,READ,730-830-930,,1,10,4,14,9.35513,29:34:00,4.61,,0,1555
10/2/2017,42102262,HS212,7:42,8:15,495,8:13,-2,AM,8:30,H,6,8,0,Haley K-8,READ,730-830-930,,1,10,9,19,7.90244,29:23:00,3.87,10.0957,0,1556
10/3/2017,42102262,HS212,7:42,8:15,495,8:18,3,AM,8:30,H,15,10,0,Haley K-8,READ,730-830-930,,1,10,9,19,7.90244,29:23:00,3.87,8.9308,0,1556
10/4/2017,42102262,HS212,7:42,8:15,495,8:27,12,AM,8:30,H,5,2,0,Haley K-8,READ,730-830-930,,1,10,9,19,7.90244,29:23:00,3.87,5.4,0,1556
10/5/2017,42102262,HS212,7:42,8:15,495,8:19,4,AM,8:30,H,11,7,0,Haley K-8,READ,730-830-930,,1,10,9,19,7.90244,29:23:00,3.87,7.74,,1556
10/6/2017,42102262,HS212,7:42,8:15,495,8:17,2,AM,8:30,H,21,9,0,Haley K-8,READ,730-830-930,,1,10,9,19,7.90244,29:23:00,3.87,8.9308,,1556
10/10/2017,42102262,HS212,7:42,8:15,495,8:10,-5,AM,8:30,H,,10,0,Haley K-8,READ,730-830-930,,1,10,9,19,7.90244,29:23:00,3.87,12.9,,1556
10/11/2017,42102262,HS212,7:42,8:15,495,8:18,3,AM,8:30,H,,5,0,Haley K-8,READ,730-830-930,,1,10,9,19,7.90244,29:23:00,3.87,7.4903,,1556
10/12/2017,42102262,HS212,7:42,8:15,495,8:19,4,AM,8:30,H,,10,0,Haley K-8,READ,730-830-930,,1,10,9,19,7.90244,29:23:00,3.87,8.6,,1556
10/13/2017,42102262,HS212,7:42,8:15,495,8:11,-4,AM,8:30,H,,4,0,Haley K-8,READ,730-830-930,,1,10,9,19,7.90244,29:23:00,3.87,9.288,,1556
10/16/2017,42102262,HS212,7:42,8:15,495,8:16,1,AM,8:30,H,,3,0,Haley K-8,READ,730-830-930,,1,10,9,19,7.90244,29:23:00,3.87,7.4903,,1556
10/20/2017,42102262,HS212,7:42,8:15,495,8:12,-3,AM,8:30,H,,2,0,Haley K-8,READ,730-830-930,,1,10,9,19,7.90244,29:23:00,3.87,8.2929,,1556
10/23/2017,42102262,HS212,7:42,8:15,495,8:17,2,AM,8:30,H,,3,0,Haley K-8,READ,730-830-930,,1,10,9,19,7.90244,29:23:00,3.87,7.2563,,1556
10/24/2017,42102262,HS212,7:42,8:15,495,8:16,1,AM,8:30,H,,5,0,Haley K-8,READ,730-830-930,,1,10,9,19,7.90244,29:23:00,3.87,8.0069,,1556
10/25/2017,42102262,HS212,7:42,8:15,495,8:19,4,AM,8:30,H,,,,Haley K-8,READ,730-830-930,,1,10,9,19,7.90244,29:23:00,3.87,,,1556
10/26/2017,42102262,HS212,7:42,8:15,495,8:16,1,AM,8:30,H,,,,Haley K-8,READ,730-830-930,,1,10,9,19,7.90244,29:23:00,3.87,,,1556
10/27/2017,42102262,HS212,7:42,8:15,495,8:14,-1,AM,8:30,H,,,,Haley K-8,READ,730-830-930,,1,10,9,19,7.90244,29:23:00,3.87,,,1556
10/30/2017,42102262,HS212,7:42,8:15,495,8:11,-4,AM,8:30,H,,,,Haley K-8,READ,730-830-930,,1,10,9,19,7.90244,29:23:00,3.87,,,1556
10/31/2017,42102262,HS212,7:42,8:15,495,8:13,-2,AM,8:30,H,,,,Haley K-8,READ,730-830-930,,1,10,9,19,7.90244,29:23:00,3.87,,,1556
10/2/2017,42102263,HS426,7:37,8:15,495,8:11,-4,AM,8:30,H,8,-8,1,Haley K-8,FREE,730-830-930,,1,14,5,19,10.50765,42:29:00,7.44,10.6286,1,1331
10/3/2017,42102263,HS426,7:37,8:15,495,8:10,-5,AM,8:30,H,6,-7,1,Haley K-8,FREE,730-830-930,,1,14,5,19,10.50765,42:29:00,7.44,11.16,1,1331
10/4/2017,42102263,HS426,7:38,8:15,495,8:20,5,AM,8:30,H,14,-6,1,Haley K-8,FREE,730-830-930,,1,14,5,19,10.50765,42:29:00,7.44,9.3,1,1331
10/5/2017,42102263,HS426,7:38,8:15,495,8:09,-6,AM,8:30,H,5,-9,1,Haley K-8,FREE,730-830-930,,1,14,5,19,10.50765,42:29:00,7.44,11.16,1,1331
10/6/2017,42102263,HS426,7:38,8:15,495,8:14,-1,AM,8:30,H,7,-7,1,Haley K-8,FREE,730-830-930,,1,14,5,19,10.50765,42:29:00,7.44,10.3814,1,1331
10/10/2017,42102263,HS426,7:38,8:15,495,8:24,9,AM,8:30,H,,-6,1,Haley K-8,FREE,730-830-930,,1,14,5,19,10.50765,42:29:00,7.44,8.5846,1,1331
10/11/2017,42102263,HS426,7:27,8:02,482,8:10,8,AM,8:30,H,,-4,1,Haley K-8,FREE,730-830-930,,1,14,5,19,10.50765,42:29:00,7.44,9.4979,1,1331
10/12/2017,42102263,HS426,7:27,8:02,482,8:11,9,AM,8:30,H,,-6,1,Haley K-8,FREE,730-830-930,,1,14,5,19,10.50765,42:29:00,7.44,8.928,1,1331
10/13/2017,42102263,HS426,7:27,8:02,482,8:04,2,AM,8:30,H,,-7,1,Haley K-8,FREE,730-830-930,,1,14,5,19,10.50765,42:29:00,7.44,10.1455,1,1331
10/16/2017,42102263,HS426,7:27,8:02,482,8:10,8,AM,8:30,H,,-4,1,Haley K-8,FREE,730-830-930,,1,14,5,19,10.50765,42:29:00,7.44,9.4979,1,1331
